SA2_MAINCODE_2016,SA2_NAME_2016,SA2_MAINCODE_2011,SA2_NAME_2011,RATIO,PERCENTAGE
407011145,Kangaroo Island,407011145,Kangaroo Island,1,100
407011146,Strathalbyn,407011146,Strathalbyn,1,100
407011147,Strathalbyn Region,407011147,Strathalbyn Region,1,100
407011148,Victor Harbor,407011148,Victor Harbor,1,100
407011149,Yankalilla,407011149,Yankalilla,1,99.9999995
407021150,Grant,407021150,Grant,1,100
407021151,Kingston - Robe,407021151,Kingston - Robe,1,99.9999989
407021152,Millicent,407021152,Millicent,1,100
407021154,Naracoorte,407021154,Naracoorte,1,100
407021155,Naracoorte Region,407021155,Naracoorte Region,1,100
407021156,Penola,407021156,Penola,1,100
407021157,Tatiara,407021157,Tatiara,1,100
407021158,Wattle Range,407021158,Wattle Range,1,100
407021173,Mount Gambier - East,407021153,Mount Gambier,1,100
407021174,Mount Gambier - West,407021153,Mount Gambier,1,100
407031159,Barmera,407031159,Barmera,1,99.9999997
407031160,Berri,407031160,Berri,1,100
407031161,Karoonda - Lameroo,407031161,Karoonda - Lameroo,1,100
407031162,Loxton,407031162,Loxton,1,100
407031163,Loxton Region,407031163,Loxton Region,1,100
407031164,Mannum,407031164,Mannum,1,100
407031165,Murray Bridge,407031165,Murray Bridge,1,100
407031166,Murray Bridge Region,407031166,Murray Bridge Region,1,100
407031167,Renmark,407031167,Renmark,1,100
407031168,Renmark Region,407031168,Renmark Region,1,100
407031169,The Coorong,407031169,The Coorong,1,100
407031170,Waikerie,407031170,Waikerie,1,100
501011001,Augusta,501011001,Augusta,1,100
501011002,Busselton,501011002,Busselton,0.9999251,99.9925113
501011003,Busselton Region,501011003,Busselton Region,1,100
501011004,Margaret River,501011004,Margaret River,1,100
501021005,Australind - Leschenault,501021005,Australind - Leschenault,1,100
501021007,Capel,501021007,Capel,1,100
501021008,College Grove - Carey Park,501021008,College Grove - Carey Park,1,100
501021009,Collie,501021009,Collie,1,100
501021010,Dardanup,501021010,Dardanup,1,100
501021011,Davenport,501021011,Davenport,1,100
501021012,Eaton - Pelican Point,501021012,Eaton - Pelican Point,1,100
501021014,Harvey,501021005,Australind - Leschenault,0.0074833,0.7483267
501021014,Harvey,501021014,Harvey,0.9925167,99.2516733
501021015,East Bunbury - Glen Iris,501021015,Koombana,1,100
501021016,Waroona,501021016,Waroona,1,100
501021251,Dalyellup,501021013,Gelorup - Dalyellup - Stratham,1,100
501021252,Gelorup - Stratham,501021013,Gelorup - Dalyellup - Stratham,1,100
501021253,South Bunbury - Bunbury,501021006,Bunbury,1,99.9999999
501021254,Withers - Usher,501021006,Bunbury,1,100
501031017,Bridgetown - Boyup Brook,501031017,Bridgetown - Boyup Brook,1,100
501031018,Donnybrook - Balingup,501031018,Donnybrook - Balingup,1,100
501031019,Manjimup,501031019,Manjimup,1,100
501031020,Pemberton,501031020,Pemberton,1,99.9999998
502011021,Dawesville - Bouvard,502011021,Dawesville - Bouvard,1,100
502011022,Falcon - Wannanup,502011022,Falcon - Wannanup,1,99.9999997
502011023,Greenfields,502011023,Greenfields,1,100
502011024,Halls Head - Erskine,502011024,Halls Head - Erskine,1,99.9999999
502011025,Mandurah,502011025,Mandurah,1,100
502011026,Mandurah - East,502011026,Mandurah - East,1,100
502011027,Mandurah - North,502011027,Mandurah - North,1,100
502011028,Mandurah - South,502011028,Mandurah - South,1,99.9999998
502011029,Pinjarra,502011029,Pinjarra,1,100
503011030,City Beach,503011030,City Beach,1,100
503011031,Claremont (WA),503011031,Claremont (WA),1,100
503011032,Cottesloe,503011032,Cottesloe,1,100
503011033,Floreat,503011033,Floreat,1,100
503011034,Mosman Park - Peppermint Grove,503011034,Mosman Park - Peppermint Grove,1,100
503011035,Nedlands - Dalkeith - Crawley,503011035,Nedlands - Dalkeith - Crawley,1,100
503011036,Swanbourne - Mount Claremont,503011036,Swanbourne - Mount Claremont,1,100
503021037,Kings Park (WA),503021037,Kings Park (WA),1,100
503021038,Mount Hawthorn - Leederville,503021038,Mount Hawthorn - Leederville,1,100
503021039,Mount Lawley - Inglewood,503021039,Mount Lawley - Inglewood,1,100
503021040,North Perth,503021040,North Perth,1,100
503021041,Perth City,503021041,Perth City,1,100
503021042,Subiaco - Shenton Park,503021042,Subiaco - Shenton Park,1,100
503021043,Wembley - West Leederville - Glendalough,503021043,Wembley - West Leederville - Glendalough,1,100
504011044,Bassendean - Eden Hill - Ashfield,504011044,Bassendean - Eden Hill - Ashfield,1,100
504011045,Bayswater - Embleton - Bedford,504011045,Bayswater - Embleton - Bedford,1,100
504011046,Maylands,504011046,Maylands,1,100
504011047,Morley,504011047,Morley,1,100
504011048,Noranda,504011048,Noranda,1,100
504021049,Chidlow,504021049,Chidlow,1,100
504021050,Glen Forrest - Darlington,504021050,Glen Forrest - Darlington,1,100
504021051,Helena Valley - Koongamia,504021051,Helena Valley - Koongamia,1,100
504021052,Malmalling - Reservoir,504021052,Malmalling - Reservoir,1,100
504021053,Mundaring,504021053,Mundaring,1,100
504021054,Swan View - Greenmount - Midvale,504021054,Swan View - Greenmount - Midvale,1,100
504031055,Avon Valley National Park,504031055,Avon Valley National Park,1,100
504031056,Ballajura,504031056,Ballajura,1,100
504031057,Beechboro,504031057,Beechboro,1,100
504031058,Bullsbrook,504031058,Bullsbrook,1,100
504031059,Ellenbrook,504031059,Ellenbrook,1,100
504031060,Gidgegannup,504031060,Gidgegannup,1,100
504031061,Hazelmere - Guildford,504031061,Hazelmere - South Guildford,1,99.9999998
504031062,Lockridge - Kiara,504031062,Lockridge - Kiara,1,100
504031063,Malaga,504031063,Malaga,1,100
504031064,Melaleuca - Lexia,504031064,Melaleuca - Lexia,1,100
504031065,Middle Swan - Herne Hill,504031065,Middle Swan - Herne Hill,1,100
504031066,Midland - Guildford,504031061,Hazelmere - South Guildford,0.0012158,0.1215803
504031066,Midland - Guildford,504031066,Midland - Guildford,0.9987842,99.8784197
504031067,Stratton - Jane Brook,504031067,Stratton - Jane Brook,1,100
504031068,The Vines,504031059,Ellenbrook,0.0014389,0.1438931
504031068,The Vines,504031067,Stratton - Jane Brook,0.0002722,0.027223
504031068,The Vines,504031068,The Vines,0.9982888,99.8288839
504031069,Walyunga National Park,504031069,Walyunga National Park,1,100
505011070,Craigie - Beldon,505011070,Craigie - Beldon,1,100
505011071,Currambine - Kinross,505011071,Currambine - Kinross,1,100
505011072,Duncraig,505011072,Duncraig,1,100
505011073,Greenwood - Warwick,505011073,Greenwood - Warwick,1,100
505011074,Heathridge - Connolly,505011074,Heathridge - Connolly,1,100
505011075,Hillarys,505011075,Hillarys,1,100
505011076,Iluka - Burns Beach,505011076,Iluka - Burns Beach,1,100
505011077,Joondalup - Edgewater,505011077,Joondalup - Edgewater,1,100
505011078,Kingsley,505011078,Kingsley,1,100
505011079,Mullaloo - Kallaroo,505011079,Mullaloo - Kallaroo,1,100
505011080,Ocean Reef,505011080,Ocean Reef,1,100
505011081,Padbury,505011081,Padbury,1,100
505011082,Sorrento - Marmion,505011082,Sorrento - Marmion,1,100
505011083,Woodvale,505011083,Woodvale,1,100
505021084,Balcatta - Hamersley,505021084,Balcatta - Hamersley,1,100
505021085,Balga - Mirrabooka,505021085,Balga - Mirrabooka,1,100
505021086,Dianella,505021086,Dianella,1,100
505021087,Herdsman,505021087,Herdsman,1,100
505021088,Innaloo - Doubleview,505021088,Innaloo - Doubleview,1,100
505021089,Karrinyup - Gwelup - Carine,505021089,Karrinyup - Gwelup - Carine,1,100
505021090,Nollamara - Westminster,505021090,Nollamara - Westminster,1,100
505021091,Osborne Park Industrial,505021091,Osborne Park Industrial,1,100
505021092,Scarborough,505021092,Scarborough,1,100
505021093,Stirling - Osborne Park,505021093,Stirling - Osborne Park,1,100
505021094,Trigg - North Beach - Watermans Bay,505021094,Trigg - North Beach - Watermans Bay,1,100
505021095,Tuart Hill - Joondanna,505021095,Tuart Hill - Joondanna,1,100
505021096,Wembley Downs - Churchlands - Woodlands,505021096,Wembley Downs - Churchlands - Woodlands,1,100
505021097,Yokine - Coolbinia - Menora,505021097,Yokine - Coolbinia - Menora,1,100
505031098,Alexander Heights - Koondoola,505031098,Alexander Heights - Koondoola,1,100
505031099,Butler - Merriwa - Ridgewood,505031099,Butler - Merriwa - Ridgewood,1,100
505031100,Carramar,505031100,Carramar,1,100
505031101,Clarkson,505031101,Clarkson,1,100
505031102,Girrawheen,505031102,Girrawheen,1,100
505031103,Madeley - Darch - Landsdale,505031103,Madeley - Darch - Landsdale,1,100
505031104,Marangaroo,505031104,Marangaroo,1,100
505031105,Mindarie - Quinns Rocks - Jindalee,505031105,Mindarie - Quinns Rocks - Jindalee,1,99.9999998
505031106,Neerabup National Park,505031106,Neerabup National Park,1,100
505031107,Tapping - Ashby - Sinagra,505031107,Tapping - Ashby - Sinagra,1,100
505031108,Wanneroo,505031108,Wanneroo,1,100
505031255,Alkimos - Eglinton,505031109,Yanchep,1,100
505031256,Carabooda - Pinjar,505031109,Yanchep,1,100
505031257,Two Rocks,505031109,Yanchep,1,100
505031258,Yanchep,505031109,Yanchep,1,100
506011110,Armadale - Wungong - Brookdale,506011110,Armadale - Wungong - Brookdale,1,100
506011111,Ashendon - Lesley,506011111,Ashendon - Lesley,1,100
506011112,Camillo - Champion Lakes,506011112,Camillo - Champion Lakes,1,100
506011113,Forrestdale - Harrisdale - Piara Waters,506011113,Forrestdale - Harrisdale - Piara Waters,1,100
506011114,Kelmscott,506011114,Kelmscott,1,100
506011115,Mount Nasura - Mount Richon - Bedfordale,506011115,Mount Nasura - Mount Richon - Bedfordale,1,100
506011116,Roleystone,506011116,Roleystone,1,100
506011117,Seville Grove,506011117,Seville Grove,1,100
506021118,Belmont - Ascot - Redcliffe,506021118,Belmont - Ascot - Redcliffe,1,99.9999999
506021119,East Victoria Park - Carlisle,506021119,East Victoria Park - Carlisle,1,100
506021120,Kewdale Commercial,506021120,Kewdale Commercial,1,100
506021121,Perth Airport,506021121,Perth Airport,0.9999996,99.9999643
506021122,Rivervale - Kewdale - Cloverdale,506021122,Rivervale - Kewdale - Cloverdale,1,100
506021123,Victoria Park - Lathlain - Burswood,506021123,Victoria Park - Lathlain - Burswood,1,100
506031124,Bentley - Wilson - St James,506031124,Bentley - Wilson - St James,1,100
506031125,Canning Vale - West,506031125,Canning Vale - West,1,100
506031126,Canning Vale Commercial,506031126,Canning Vale Commercial,1,100
506031127,Cannington - Queens Park,506031127,Cannington - Queens Park,1,100
506031128,Parkwood - Ferndale - Lynwood,506031128,Parkwood - Ferndale - Lynwood,1,100
506031129,Riverton - Shelley - Rossmoyne,506031129,Riverton - Shelley - Rossmoyne,1,100
506031130,Welshpool,506031130,Welshpool,1,100
506031131,Willetton,506031131,Willetton,1,100
506041132,Beckenham - Kenwick - Langford,506041132,Beckenham - Kenwick - Langford,1,100
506041133,Canning Vale - East,506041133,Canning Vale - East,1,100
506041134,Gosnells,506041134,Gosnells,1,100
506041135,Huntingdale - Southern River,506041135,Huntingdale - Southern River,1,100
506041136,Maddington - Orange Grove - Martin,506041136,Maddington - Orange Grove - Martin,1,100
506041137,Thornlie,506041137,Thornlie,1,100
506051138,Forrestfield - Wattle Grove,506051138,Forrestfield - Wattle Grove,1,100
506051139,High Wycombe,506051139,High Wycombe,1,100
506051140,Kalamunda - Maida Vale - Gooseberry Hill,506051140,Kalamunda - Maida Vale - Gooseberry Hill,1,100
506051141,Lesmurdie - Bickley - Carmel,506051141,Lesmurdie - Bickley - Carmel,1,100
506061142,Byford,506061142,Byford,1,100
506061143,Mundijong,506061143,Mundijong,1,100
506061144,Serpentine - Jarrahdale,506061144,Serpentine - Jarrahdale,1,100
506071145,Como,506071145,Como,1,100
506071146,Manning - Waterford,506071146,Manning - Waterford,1,100
506071147,South Perth - Kensington,506071147,South Perth - Kensington,1,100
507011148,Banjup,507011148,Banjup,1,100
507011150,Bibra Industrial,507011150,Bibra Industrial,1,100
507011151,Bibra Lake,507011151,Bibra Lake,1,100
507011152,Coogee,507011152,Coogee,1,100
507011153,Coolbellup,507011153,Coolbellup,1,100
507011154,Hamilton Hill,507011154,Hamilton Hill,1,100
507011155,Henderson,507011155,Henderson,1,100
507011158,North Coogee,507011158,North Coogee,1,100
507011159,South Lake - Cockburn Central,507011159,South Lake - Cockburn Central,1,100
507011160,Spearwood,507011160,Spearwood,1,100
507011161,Success - Hammond Park,507011161,Success - Hammond Park,1,100
507011163,Yangebup,507011163,Yangebup,1,100
507011259,Beeliar - Wattleup,507011149,Beeliar,0.9193431,91.9343108
507011259,Beeliar - Wattleup,507011162,Wattleup,0.0806569,8.0656892
507011260,Jandakot,507011156,Jandakot,0.9577192,95.7719155
507011260,Jandakot,507011157,Jandakot Airport,0.0422808,4.2280845
507021164,East Fremantle,507021164,East Fremantle,1,100
507021165,Fremantle,507021165,Fremantle,1,100
507021166,Fremantle - South,507021166,Fremantle - South,1,100
507021167,O'Connor (WA),507021167,O'Connor (WA),1,100
507031169,Bertram - Wellard (West),507031169,Bertram - Wellard (West),1,100
507031170,Calista,507031170,Calista,1,100
507031172,Hope Valley - Postans,507031172,Hope Valley - Postans,1,100
507031173,Kwinana Industrial,507031173,Kwinana Industrial,1,100
507031174,Parmelia - Orelia,507031174,Parmelia - Orelia,1,99.9999999
507031261,Casuarina - Wandi,507031168,Anketell - Wandi,0.5080396,50.8039635
507031261,Casuarina - Wandi,507031171,Casuarina - Wellard (East),0.4919604,49.1960365
507041175,Applecross - Ardross,507041175,Applecross - Ardross,1,100
507041176,Bateman,507041176,Bateman,1,100
507041177,Bicton - Palmyra,507041177,Bicton - Palmyra,1,100
507041178,Booragoon,507041178,Booragoon,1,100
507041179,Bull Creek,507041179,Bull Creek,1,100
507041180,Leeming,507041180,Leeming,1,100
507041181,Melville,507041181,Melville,1,100
507041182,Murdoch - Kardinya,507041182,Murdoch - Kardinya,1,100
507041183,Willagee,507041183,Willagee,1,100
507041184,Winthrop,507041184,Winthrop,1,100
507051185,Baldivis,507051185,Baldivis,1,100
507051186,Cooloongup,507051186,Cooloongup,1,100
507051187,Port Kennedy,507051187,Port Kennedy,1,100
507051188,Rockingham,507051188,Rockingham,1,99.9999999
507051189,Rockingham Lakes,507051189,Rockingham Lakes,1,100
507051190,Safety Bay - Shoalwater,507051190,Safety Bay - Shoalwater,1,100
507051191,Singleton - Golden Bay - Secret Harbour,507051191,Singleton - Golden Bay - Secret Harbour,1,100
507051192,Waikiki,507051192,Waikiki,1,100
507051193,Warnbro,507051193,Warnbro,1,100
509011225,Albany,509011225,Albany,1,99.9999999
509011226,Albany Region,509011226,Albany Region,1,100
509011227,Bayonet Head - Lower King,509011227,Bayonet Head - Lower King,1,100
509011228,Denmark,509011228,Denmark,1,100
509011229,Gnowangerup,509011229,Gnowangerup,1,100
509011230,Katanning,509011230,Katanning,1,100
509011231,Kojonup,509011231,Kojonup,1,100
509011232,Little Grove - Elleker,509011232,Little Grove - Elleker,1,99.9999992
509011233,McKail - Willyung,509011233,McKail - Willyung,1,100
509011234,Plantagenet,509011234,Plantagenet,1,100
509011235,Stirling Range National Park,509011235,Stirling Range National Park,1,100
509021236,Chittering,509021236,Chittering,1,100
509021237,Cunderdin,509021237,Cunderdin,1,100
509021238,Dowerin,509021238,Dowerin,1,100
509021239,Gingin - Dandaragan,509021239,Gingin - Dandaragan,1,100
509021240,Merredin,509021240,Merredin,1,100
509021241,Moora,509021241,Moora,1,100
509021242,Mukinbudin,509021242,Mukinbudin,1,100
509021243,Northam,509021243,Northam,1,100
509021244,Toodyay,509021244,Toodyay,1,100
509021245,York - Beverley,509021245,York - Beverley,1,100
509031246,Brookton,509031246,Brookton,1,100
509031247,Kulin,509031247,Kulin,1,100
509031248,Murray,509031248,Murray,1,100
509031249,Narrogin,509031249,Narrogin,1,100
509031250,Wagin,509011230,Katanning,0.0003046,0.030463
509031250,Wagin,509031250,Wagin,0.9996954,99.969537
510011262,Broome,508041205,Broome,1,100
510011263,Derby - West Kimberley,508041206,Derby - West Kimberley,1,99.9999984
510011264,Halls Creek,508041207,Halls Creek,1,100
510011265,Kununurra,508041208,Kununurra,0.9999997,99.9999715
510011266,Roebuck,508041209,Roebuck,1,99.9999996
510021267,East Pilbara,508061219,East Pilbara,1,100
510021268,Newman,508061219,East Pilbara,0.0328833,3.2883275
510021268,Newman,508061221,Newman,0.9671167,96.7116725
510021269,Port Hedland,508061222,Port Hedland,1,100
510021270,South Hedland,508061224,South Hedland,1,100
510031271,Ashburton (WA),508061218,Ashburton (WA),1,99.9999994
510031272,Karratha,508061220,Karratha,1,100
510031273,Roebourne,508061223,Roebourne,1,99.9999982
511011274,Esperance,508011194,Esperance,1,100
511011275,Esperance Region,508011195,Esperance Region,0.9999999,99.9999863
511021276,Carnarvon,508021196,Carnarvon,1,100
511021277,Exmouth,508021197,Exmouth,1,100
511031278,Boulder,508031198,Boulder,1,100
511031279,Kalgoorlie,508031199,Kalgoorlie,1,100
511031280,Kalgoorlie - North,508031200,Kalgoorlie - North,1,100
511031281,Kalgoorlie Airport,508031201,Kalgoorlie Airport,1,100
511031282,Kambalda - Coolgardie - Norseman,508031202,Kambalda - Coolgardie - Norseman,1,100
511031283,Leinster - Leonora,508031203,Leinster - Leonora,1,100
511031284,Trafalgar (WA),508031204,Trafalgar (WA),1,100
511041285,Geraldton,508051210,Geraldton,1,99.9999997
511041286,Geraldton - East,508051211,Geraldton - East,1,100
511041287,Geraldton - North,508051212,Geraldton - North,1,100
511041288,Geraldton - South,508051213,Geraldton - South,1,100
511041289,Irwin,508051214,Irwin,1,100
511041290,Meekatharra,508051215,Meekatharra,1,100
511041291,Morawa,508051216,Morawa,1,99.9999998
511041292,Northampton - Mullewa - Greenough,508051217,Northampton - Mullewa - Greenough,1,100
601011001,Bridgewater - Gagebrook,601011001,Bridgewater - Gagebrook,1,100
601011002,Brighton - Pontville,601011002,Brighton - Pontville,1,100
601011003,Old Beach - Otago,601011003,Old Beach - Otago,1,100
601021004,Bellerive - Rosny,601021004,Bellerive - Rosny,1,100
601021005,Cambridge,601021005,Cambridge,1,100
601021006,Geilston Bay - Risdon,601021006,Geilston Bay - Risdon,1,100
601021007,Howrah - Tranmere,601021007,Howrah - Tranmere,1,100
601021008,Lindisfarne - Rose Bay,601021008,Lindisfarne - Rose Bay,1,100
601021009,Mornington - Warrane,601021009,Mornington - Warrane,1,100
601021010,Risdon Vale,601021010,Risdon Vale,1,100
601021011,Rokeby,601021011,Rokeby,1,100
601021012,South Arm,601021012,South Arm,1,100
601031013,Austins Ferry - Granton,601031013,Austins Ferry - Granton,1,100
601031014,Berriedale - Chigwell,601031014,Berriedale - Chigwell,1,100
601031015,Claremont (Tas.),601031015,Claremont (Tas.),1,100
601031016,Derwent Park - Lutana,601031016,Derwent Park - Lutana,1,100
601031017,Glenorchy,601031017,Glenorchy,1,100
601031018,Montrose - Rosetta,601031018,Montrose - Rosetta,1,100
601031019,Moonah,601031019,Moonah,1,100
601031020,New Norfolk,601031020,New Norfolk,1,100
601031021,West Moonah,601031021,West Moonah,1,100
601041022,Kingston - Huntingfield,601041022,Kingston - Huntingfield,1,100
601041023,Kingston Beach - Blackmans Bay,601041023,Kingston Beach - Blackmans Bay,1,100
601041024,Margate - Snug,601041024,Margate - Snug,1,100
601041025,Mount Wellington,601041025,Mount Wellington,1,100
601041026,Taroona - Bonnet Hill,601041026,Taroona - Bonnet Hill,1,100
601051027,Hobart,601051027,Hobart,1,100
601051028,Lenah Valley - Mount Stuart,601051028,Lenah Valley - Mount Stuart,1,100
601051029,Mount Nelson - Dynnyrne,601051029,Mount Nelson - Dynnyrne,1,100
601051030,New Town,601051030,New Town,1,100
601051031,Sandy Bay,601051031,Sandy Bay,1,100
601051032,South Hobart - Fern Tree,601051032,South Hobart - Fern Tree,1,100
601051033,West Hobart,601051033,West Hobart,1,100
601061034,Dodges Ferry - Lewisham,601061034,Dodges Ferry - Lewisham,1,100
601061035,Sorell - Richmond,601061035,Sorell - Richmond,1,100
602011036,Invermay,602011036,Invermay,1,100
602011037,Kings Meadows - Punchbowl,602011037,Kings Meadows - Punchbowl,0.9630354,96.3035435
602011037,Kings Meadows - Punchbowl,602011048,Summerhill - Prospect,0.0369646,3.6964565
602011038,Launceston,602011038,Launceston,1,100
602011039,Legana,602011039,Legana,1,100
602011040,Mowbray,602011040,Mowbray,1,99.9999992
602011041,Newnham - Mayfield,602011041,Newnham - Mayfield,1,100
602011042,Newstead,602011042,Newstead,1,100
602011043,Norwood (Tas.),602011043,Norwood (Tas.),1,100
602011044,Prospect Vale - Blackstone,602011044,Prospect Vale - Blackstone,1,100
602011045,Ravenswood,602011045,Ravenswood,1,100
602011046,Riverside,602011046,Riverside,1,100
602011047,South Launceston,602011047,South Launceston,1,100
602011048,Summerhill - Prospect,602011048,Summerhill - Prospect,1,100
602011049,Trevallyn,602011049,Trevallyn,1,100
602011050,Waverley - St Leonards,602011050,Waverley - St Leonards,1,100
602011051,West Launceston,602011051,West Launceston,1,100
602011052,Youngtown - Relbia,602011052,Youngtown - Relbia,1,100
602021053,Beauty Point - Beaconsfield,602021053,Beauty Point - Beaconsfield,1,100
602021054,Deloraine,602021054,Deloraine,1,100
602021055,Grindelwald - Lanena,602021055,Grindelwald - Lanena,1,100
602021056,Hadspen - Carrick,602021056,Hadspen - Carrick,1,100
602021057,Westbury,602021057,Westbury,1,100
602031058,Dilston - Lilydale,602031058,Dilston - Lilydale,1,100
602031059,George Town,602031059,George Town,1,100
602031060,Longford,602031060,Longford,1,100
602031061,Northern Midlands,602031061,Northern Midlands,1,100
602031062,Perth - Evandale,602031062,Perth - Evandale,1,100
602031064,St Helens - Scamander,602031064,St Helens - Scamander,1,100
602031099,Flinders and Cape Barren Islands,602031063,Scottsdale - Bridport,1,100
602031100,Scottsdale - Bridport,602031063,Scottsdale - Bridport,1,100
603011065,Central Highlands,603011065,Central Highlands,1,100
603011066,Derwent Valley,603011066,Derwent Valley,1,100
603011067,Southern Midlands,603011067,Southern Midlands,1,100
603011068,Wilderness - East,603011068,Wilderness - East,1,100
603021069,Bruny Island - Kettering,603021069,Bruny Island - Kettering,1,100
603021070,Cygnet,603021070,Cygnet,1,100
603021071,Geeveston - Dover,603021071,Geeveston - Dover,1,100
603021072,Huonville - Franklin,603021072,Huonville - Franklin,1,100
603031073,Forestier - Tasman,603031073,Forestier - Tasman,1,100
603031074,Triabunna - Bicheno,603031074,Triabunna - Bicheno,1,100
604011075,Acton - Upper Burnie,604011075,Acton - Upper Burnie,1,100
604011076,Burnie - Ulverstone Region,604011076,Burnie - Ulverstone Region,1,100
604011077,Burnie - Wivenhoe,604011077,Burnie - Wivenhoe,1,100
604011078,Parklands - Camdale,604011078,Parklands - Camdale,1,100
604011079,Penguin - Sulphur Creek,604011079,Penguin - Sulphur Creek,1,100
604011080,Romaine - Havenview,604011080,Romaine - Havenview,1,100
604011081,Somerset,604011081,Somerset,1,100
604011082,Ulverstone,604011082,Ulverstone,1,100
604011083,West Ulverstone,604011083,West Ulverstone,1,100
604011084,Wynyard,604011084,Wynyard,1,100
604021085,Devonport,604021085,Devonport,1,100
604021086,East Devonport,604021086,East Devonport,1,100
604021087,Latrobe,604021087,Latrobe,1,100
604021088,Miandetta - Don,604021088,Miandetta - Don,0.9972022,99.7202245
604021088,Miandetta - Don,604021092,Turners Beach - Forth,0.0027978,0.2797755
604021089,Port Sorell,604021089,Port Sorell,1,100
604021090,Quoiba - Spreyton,604021090,Quoiba - Spreyton,1,100
604021091,Sheffield - Railton,604021091,Sheffield - Railton,1,100
604021092,Turners Beach - Forth,604021092,Turners Beach - Forth,1,100
604031093,King Island,604031093,King Island,1,100
604031094,North West,604031094,North West,1,100
604031095,Smithton,604031095,Smithton,1,100
604031096,Waratah,604031096,Waratah,1,100
604031097,West Coast (Tas.),604031097,West Coast (Tas.),1,100
604031098,Wilderness - West,604031098,Wilderness - West,1,100
701011001,Darwin Airport,701011001,Darwin Airport,1,100
701011002,Darwin City,701011002,Darwin City,1,99.9999998
701011003,East Point,701011003,East Point,1,100
701011004,Fannie Bay - The Gardens,701011004,Fannie Bay - The Gardens,1,100
701011005,Larrakeyah,701011005,Larrakeyah,1,100
701011006,Ludmilla - The Narrows,701011006,Ludmilla - The Narrows,1,100
701011007,Parap,701011007,Parap,1,100
701011008,Stuart Park,701011008,Stuart Park,1,100
701011009,Woolner - Bayview - Winnellie,701011009,Woolner - Bayview - Winnellie,1,100
701021010,Alawa,701021010,Alawa,1,100
701021011,Anula,701021011,Anula,1,100
701021012,Berrimah,701021012,Berrimah,1,100
701021013,Brinkin - Nakara,701021013,Brinkin - Nakara,1,100
701021014,Buffalo Creek,701021014,Buffalo Creek,1,100
701021015,Charles Darwin,701021015,Charles Darwin,1,100
701021016,Coconut Grove,701021016,Coconut Grove,1,100
701021017,East Arm,701021017,East Arm,1,100
701021018,Jingili,701021018,Jingili,1,100
701021019,Karama,701021019,Karama,1,100
701021020,Leanyer,701021020,Leanyer,1,100
701021021,Lyons (NT),701021021,Lyons (NT),1,100
701021022,Malak - Marrara,701021022,Malak - Marrara,1,100
701021023,Millner,701021023,Millner,1,100
701021024,Moil,701021024,Moil,1,100
701021025,Nightcliff,701021025,Nightcliff,1,100
701021026,Rapid Creek,701021026,Rapid Creek,1,100
701021027,Tiwi,701021027,Tiwi,1,100
701021028,Wagaman,701021028,Wagaman,1,100
701021029,Wanguri,701021029,Wanguri,1,100
701021030,Wulagi,701021030,Wulagi,1,100
701031031,Howard Springs,701031031,Howard Springs,1,100
701031032,Humpty Doo,701031032,Humpty Doo,1,100
701031033,Koolpinyah,701031033,Koolpinyah,1,100
701031034,Virginia,701031034,Virginia,1,100
701031035,Weddell,701031035,Weddell,1,100
701041036,Bakewell,701041036,Bakewell,1,100
701041037,Driver,701041037,Driver,1,100
701041038,Durack - Marlow Lagoon,701041038,Durack - Marlow Lagoon,1,100
701041039,Gray,701041039,Gray,1,100
701041040,Moulden,701041040,Moulden,1,100
701041041,Palmerston - North,701041041,Palmerston - North,1,100
701041042,Palmerston - South,701041042,Palmerston - South,1,100
701041043,Rosebery - Bellamack,701041043,Rosebery - Bellamack,1,100
701041044,Woodroffe,701041044,Woodroffe,1,100
702011045,Charles,702011045,Charles,1,100
702011046,East Side,702011046,East Side,1,100
702011047,Flynn (NT),702011047,Flynn (NT),1,100
702011048,Larapinta,702011048,Larapinta,1,100
702011049,Mount Johns,702011049,Mount Johns,1,100
702011050,Petermann - Simpson,702011050,Petermann - Simpson,1,100
702011051,Ross,702011051,Ross,1,100
702011052,Sandover - Plenty,702011052,Sandover - Plenty,1,100
702011053,Tanami,702011053,Tanami,1,100
702011054,Yuendumu - Anmatjere,702011054,Yuendumu - Anmatjere,1,100
702021055,Barkly,702021055,Barkly,1,100
702021056,Tennant Creek,702021056,Tennant Creek,1,100
702031057,Alligator,702031057,Alligator,1,99.9999991
702031058,Daly,702031058,Daly,1,100
702031059,Thamarrurr,702031059,Thamarrurr,1,100
702031060,Tiwi Islands,702031060,Tiwi Islands,1,99.9999996
702031061,West Arnhem,702031061,West Arnhem,0.9888095,98.8809482
702041062,Anindilyakwa,702041062,Anindilyakwa,0.9999999,99.9999915
702041063,East Arnhem,702041063,East Arnhem,0.9889671,98.8967138
702041064,Nhulunbuy,702041064,Nhulunbuy,1,100
702051065,Elsey,702051065,Elsey,1,100
702051066,Gulf,702051066,Gulf,1,99.999999
702051067,Katherine,702051067,Katherine,1,100
702051068,Victoria River,702051068,Victoria River,1,100
801011001,Aranda,801011001,Aranda,1,100
801011002,Belconnen,801011002,Belconnen,1,100
801011003,Bruce,801011003,Bruce,1,100
801011004,Charnwood,801011004,Charnwood,1,100
801011005,Cook,801011005,Cook,1,100
801011006,Dunlop,801011006,Dunlop,1,100
